Sales,date,region
1662,29-06-2020,south
1662,29-06-2020,east
1503,29-06-2020,west
1794,30-06-2020,north
1572,30-06-2020,south
1668,30-06-2020,east
1647,30-06-2020,west
1632,01-07-2020,north
1578,01-07-2020,south
1650,01-07-2020,east
1797,01-07-2020,west
1734,02-07-2020,north
1734,02-07-2020,south
1581,02-07-2020,east
1665,02-07-2020,west
1695,03-07-2020,north
1701,03-07-2020,south
1584,03-07-2020,east
1518,03-07-2020,west
1737,04-07-2020,north
1656,04-07-2020,south
1695,04-07-2020,east
1563,04-07-2020,west
1788,05-07-2020,north
1746,05-07-2020,south
1647,05-07-2020,east
1527,05-07-2020,west
1548,06-07-2020,north
1572,06-07-2020,south
1569,06-07-2020,east
1527,06-07-2020,west
1500,07-07-2020,north
1791,07-07-2020,south
1656,07-07-2020,east
1743,07-07-2020,west
1563,08-07-2020,north
1722,08-07-2020,south
1758,08-07-2020,east
1524,08-07-2020,west
1788,09-07-2020,north
1713,09-07-2020,south
1596,09-07-2020,east
1716,09-07-2020,west
1587,10-07-2020,north
1509,10-07-2020,south
1698,10-07-2020,east
1515,10-07-2020,west
1500,11-07-2020,north
1689,11-07-2020,south
1554,11-07-2020,east
1509,11-07-2020,west
1746,12-07-2020,north
1572,12-07-2020,south
1773,12-07-2020,east
1596,12-07-2020,west
1680,13-07-2020,north
1764,13-07-2020,south
1782,13-07-2020,east
1728,13-07-2020,west
1557,14-07-2020,north
1515,14-07-2020,south
1695,14-07-2020,east
1500,14-07-2020,west
1542,15-07-2020,north
1740,15-07-2020,south
1647,15-07-2020,east
1596,15-07-2020,west
1515,16-07-2020,north
1731,16-07-2020,south
1605,16-07-2020,east
1791,16-07-2020,west
1794,17-07-2020,north
1677,17-07-2020,south
1641,17-07-2020,east
1773,17-07-2020,west
1623,18-07-2020,north
1707,18-07-2020,south
1749,18-07-2020,east
1797,18-07-2020,west
1614,19-07-2020,north
1653,19-07-2020,south
1674,19-07-2020,east
1779,19-07-2020,west
1797,20-07-2020,north
1560,20-07-2020,south
1638,20-07-2020,east
1716,20-07-2020,west
1572,21-07-2020,north
1767,21-07-2020,south
1689,21-07-2020,east
1734,21-07-2020,west
1668,22-07-2020,north
1728,22-07-2020,south
1668,22-07-2020,east
1584,22-07-2020,west
1692,23-07-2020,north
1710,23-07-2020,south
1758,23-07-2020,east
1545,23-07-2020,west
1530,24-07-2020,north
1530,24-07-2020,south
1575,24-07-2020,east
1776,24-07-2020,west
1794,25-07-2020,north
1647,25-07-2020,south
1611,25-07-2020,east
1704,25-07-2020,west
1569,26-07-2020,north
1659,26-07-2020,south
1575,26-07-2020,east
1788,26-07-2020,west
1602,27-07-2020,north
1620,27-07-2020,south
1530,27-07-2020,east
1608,27-07-2020,west
1800,28-07-2020,north
1506,28-07-2020,south
1608,28-07-2020,east
1581,28-07-2020,west
1533,29-07-2020,north
1686,29-07-2020,south
1773,29-07-2020,east
1644,29-07-2020,west
1722,30-07-2020,north
1584,30-07-2020,south
1596,30-07-2020,east
1512,30-07-2020,west
1527,31-07-2020,north
1530,31-07-2020,south
1533,31-07-2020,east
1530,31-07-2020,west
1788,01-08-2020,north
1596,01-08-2020,south
1680,01-08-2020,east
1671,01-08-2020,west
1656,02-08-2020,north
1716,02-08-2020,south
1623,02-08-2020,east
1596,02-08-2020,west
1665,03-08-2020,north
1650,03-08-2020,south
1503,03-08-2020,east
1665,03-08-2020,west
1539,04-08-2020,north
1659,04-08-2020,south
1602,04-08-2020,east
1719,04-08-2020,west
1749,05-08-2020,north
1548,05-08-2020,south
1653,05-08-2020,east
1662,05-08-2020,west
1770,06-08-2020,north
1710,06-08-2020,south
1509,06-08-2020,east
1545,06-08-2020,west
1740,07-08-2020,north
1524,07-08-2020,south
1641,07-08-2020,east
1710,07-08-2020,west
1728,08-08-2020,north
1695,08-08-2020,south
1716,08-08-2020,east
1785,08-08-2020,west
1617,09-08-2020,north
1752,09-08-2020,south
1734,09-08-2020,east
1521,09-08-2020,west
1545,10-08-2020,north
1722,10-08-2020,south
1647,10-08-2020,east
1530,10-08-2020,west
1632,11-08-2020,north
1620,11-08-2020,south
1551,11-08-2020,east
1557,11-08-2020,west
1737,12-08-2020,north
1749,12-08-2020,south
1704,12-08-2020,east
1671,12-08-2020,west
1500,13-08-2020,north
1500,13-08-2020,south
1701,13-08-2020,east
1785,13-08-2020,west
1542,14-08-2020,north
1791,14-08-2020,south
1716,14-08-2020,east
1665,14-08-2020,west
1740,15-08-2020,north
1632,15-08-2020,south
1560,15-08-2020,east
1689,15-08-2020,west
1749,16-08-2020,north
1605,16-08-2020,south
1629,16-08-2020,east
1728,16-08-2020,west
1554,17-08-2020,north
1629,17-08-2020,south
1698,17-08-2020,east
1635,17-08-2020,west
1761,18-08-2020,north
1566,18-08-2020,south
1692,18-08-2020,east
1563,18-08-2020,west
1662,19-08-2020,north
1635,19-08-2020,south
1674,19-08-2020,east
1602,19-08-2020,west
1686,20-08-2020,north
1506,20-08-2020,south
1515,20-08-2020,east
1779,20-08-2020,west
1557,21-08-2020,north
1551,21-08-2020,south
1521,21-08-2020,east
1710,21-08-2020,west
1563,22-08-2020,north
1683,22-08-2020,south
1791,22-08-2020,east
1773,22-08-2020,west
1716,23-08-2020,north
1731,23-08-2020,south
1593,23-08-2020,east
1788,23-08-2020,west
1785,24-08-2020,north
1647,24-08-2020,south
1755,24-08-2020,east
1665,24-08-2020,west
1545,25-08-2020,north
1755,25-08-2020,south
1605,25-08-2020,east
1548,25-08-2020,west
1533,26-08-2020,north
1752,26-08-2020,south
1758,26-08-2020,east
1767,26-08-2020,west
1761,27-08-2020,north
1671,27-08-2020,south
1551,27-08-2020,east
1686,27-08-2020,west
1788,28-08-2020,north
1551,28-08-2020,south
1554,28-08-2020,east
1623,28-08-2020,west
1698,29-08-2020,north
1659,29-08-2020,south
1593,29-08-2020,east
1674,29-08-2020,west
1800,30-08-2020,north
1554,30-08-2020,south
1713,30-08-2020,east
1611,30-08-2020,west
1797,31-08-2020,north
1581,31-08-2020,south
1623,31-08-2020,east
1515,31-08-2020,west
1797,01-09-2020,north
1704,01-09-2020,south
1539,01-09-2020,east
1617,01-09-2020,west
1737,02-09-2020,north
1635,02-09-2020,south
1671,02-09-2020,east
1632,02-09-2020,west
1575,03-09-2020,north
1713,03-09-2020,south
1581,03-09-2020,east
1719,03-09-2020,west
1533,04-09-2020,north
1539,04-09-2020,south
1569,04-09-2020,east
1743,04-09-2020,west
1620,05-09-2020,north
1743,05-09-2020,south
1563,05-09-2020,east
1764,05-09-2020,west
1638,06-09-2020,north
1734,06-09-2020,south
1794,06-09-2020,east
1782,06-09-2020,west
1509,07-09-2020,north
1749,07-09-2020,south
1608,07-09-2020,east
1794,07-09-2020,west
1710,08-09-2020,north
1536,08-09-2020,south
1539,08-09-2020,east
1512,08-09-2020,west
1578,09-09-2020,north
1575,09-09-2020,south
1551,09-09-2020,east
1650,09-09-2020,west
1662,10-09-2020,north
1767,10-09-2020,south
1596,10-09-2020,east
1710,10-09-2020,west
1764,11-09-2020,north
1722,11-09-2020,south
1611,11-09-2020,east
1656,11-09-2020,west
1602,12-09-2020,north
1686,12-09-2020,south
1599,12-09-2020,east
1800,12-09-2020,west
1503,13-09-2020,north
1554,13-09-2020,south
1554,13-09-2020,east
1575,13-09-2020,west
1647,14-09-2020,north
1776,14-09-2020,south
1788,14-09-2020,east
1791,14-09-2020,west
1542,15-09-2020,north
1782,15-09-2020,south
1620,15-09-2020,east
1641,15-09-2020,west
1590,16-09-2020,north
1734,16-09-2020,south
1710,16-09-2020,east
1641,16-09-2020,west
1611,17-09-2020,north
1581,17-09-2020,south
1596,17-09-2020,east
1539,17-09-2020,west
1764,18-09-2020,north
1584,18-09-2020,south
1701,18-09-2020,east
1518,18-09-2020,west
1692,19-09-2020,north
1743,19-09-2020,south
1737,19-09-2020,east
1590,19-09-2020,west
1623,20-09-2020,north
1521,20-09-2020,south
1590,20-09-2020,east
1677,20-09-2020,west
1776,21-09-2020,north
1629,21-09-2020,south
1776,21-09-2020,east
1728,21-09-2020,west
1776,22-09-2020,north
1629,22-09-2020,south
1539,22-09-2020,east
1563,22-09-2020,west
1506,23-09-2020,north
1698,23-09-2020,south
1734,23-09-2020,east
1557,23-09-2020,west
1527,24-09-2020,north
1761,24-09-2020,south
1560,24-09-2020,east
1650,24-09-2020,west
1533,25-09-2020,north
1602,25-09-2020,south
1743,25-09-2020,east
1617,25-09-2020,west
1536,26-09-2020,north
1773,26-09-2020,south
1521,26-09-2020,east
1542,26-09-2020,west
1737,27-09-2020,north
1509,27-09-2020,south
1626,27-09-2020,east
1584,27-09-2020,west
1671,28-09-2020,north
1680,28-09-2020,south
1599,28-09-2020,east
1776,28-09-2020,west
1674,29-09-2020,north
1728,29-09-2020,south
1551,29-09-2020,east
1641,29-09-2020,west
1614,30-09-2020,north
1773,30-09-2020,south
1509,30-09-2020,east
1740,30-09-2020,west
1614,01-10-2020,north
1599,01-10-2020,south
1785,01-10-2020,east
1506,01-10-2020,west
1689,02-10-2020,north
1659,02-10-2020,south
1785,02-10-2020,east
1701,02-10-2020,west
1515,03-10-2020,north
1545,03-10-2020,south
1599,03-10-2020,east
1512,03-10-2020,west
1524,04-10-2020,north
1779,04-10-2020,south
1500,04-10-2020,east
1755,04-10-2020,west
1773,05-10-2020,north
1743,05-10-2020,south
1662,05-10-2020,east
1596,05-10-2020,west
1788,06-10-2020,north
1503,06-10-2020,south
1779,06-10-2020,east
1563,06-10-2020,west
1554,07-10-2020,north
1734,07-10-2020,south
1629,07-10-2020,east
1608,07-10-2020,west
1794,08-10-2020,north
1674,08-10-2020,south
1662,08-10-2020,east
1788,08-10-2020,west
1536,09-10-2020,north
1521,09-10-2020,south
1656,09-10-2020,east
1551,09-10-2020,west
1593,10-10-2020,north
1590,10-10-2020,south
1671,10-10-2020,east
1707,10-10-2020,west
1569,11-10-2020,north
1773,11-10-2020,south
1674,11-10-2020,east
1536,11-10-2020,west
1677,12-10-2020,north
1605,12-10-2020,south
1653,12-10-2020,east
1749,12-10-2020,west
1578,13-10-2020,north
1638,13-10-2020,south
1515,13-10-2020,east
1683,13-10-2020,west
1680,14-10-2020,north
1755,14-10-2020,south
1584,14-10-2020,east
1590,14-10-2020,west
1518,15-10-2020,north
1701,15-10-2020,south
1716,15-10-2020,east
1563,15-10-2020,west
1638,16-10-2020,north
1689,16-10-2020,south
1515,16-10-2020,east
1632,16-10-2020,west
1509,17-10-2020,north
1791,17-10-2020,south
1509,17-10-2020,east
1776,17-10-2020,west
1524,18-10-2020,north
1716,18-10-2020,south
1578,18-10-2020,east
1713,18-10-2020,west
1656,19-10-2020,north
1725,19-10-2020,south
1554,19-10-2020,east
1524,19-10-2020,west
1569,20-10-2020,north
1758,20-10-2020,south
1758,20-10-2020,east
1614,20-10-2020,west
1740,21-10-2020,north
1521,21-10-2020,south
1722,21-10-2020,east
1605,21-10-2020,west
1749,22-10-2020,north
1638,22-10-2020,south
1710,22-10-2020,east
1668,22-10-2020,west
1635,23-10-2020,north
1533,23-10-2020,south
1635,23-10-2020,east
1575,23-10-2020,west
1737,24-10-2020,north
1593,24-10-2020,south
1707,24-10-2020,east
1536,24-10-2020,west
1689,25-10-2020,north
1680,25-10-2020,south
1605,25-10-2020,east
1617,25-10-2020,west
1746,26-10-2020,north
1518,26-10-2020,south
1656,26-10-2020,east
1542,26-10-2020,west
1581,27-10-2020,north
1716,27-10-2020,south
1683,27-10-2020,east
1518,27-10-2020,west
1746,28-10-2020,north
1587,28-10-2020,south
1644,28-10-2020,east
1731,28-10-2020,west
1770,29-10-2020,north
1692,29-10-2020,south
1557,29-10-2020,east
1524,29-10-2020,west
1773,30-10-2020,north
1689,30-10-2020,south
1776,30-10-2020,east
1686,30-10-2020,west
1581,31-10-2020,north
1758,31-10-2020,south
1755,31-10-2020,east
1668,31-10-2020,west
1665,01-11-2020,north
1551,01-11-2020,south
1770,01-11-2020,east
1593,01-11-2020,west
1734,02-11-2020,north
1500,02-11-2020,south
1740,02-11-2020,east
1686,02-11-2020,west
1551,03-11-2020,north
1752,03-11-2020,south
1746,03-11-2020,east
1581,03-11-2020,west
1773,04-11-2020,north
1788,04-11-2020,south
1545,04-11-2020,east
1506,04-11-2020,west
1644,05-11-2020,north
1605,05-11-2020,south
1686,05-11-2020,east
1539,05-11-2020,west
1725,06-11-2020,north
1599,06-11-2020,south
1659,06-11-2020,east
1575,06-11-2020,west
1653,07-11-2020,north
1641,07-11-2020,south
1587,07-11-2020,east
1758,07-11-2020,west
1785,08-11-2020,north
1695,08-11-2020,south
1581,08-11-2020,east
1734,08-11-2020,west
1788,09-11-2020,north
1593,09-11-2020,south
1593,09-11-2020,east
1512,09-11-2020,west
1638,10-11-2020,north
1734,10-11-2020,south
1695,10-11-2020,east
1638,10-11-2020,west
1695,11-11-2020,north
1533,11-11-2020,south
1731,11-11-2020,east
1689,11-11-2020,west
1713,12-11-2020,north
1596,12-11-2020,south
1686,12-11-2020,east
1515,12-11-2020,west
1581,13-11-2020,north
1521,13-11-2020,south
1677,13-11-2020,east
1635,13-11-2020,west
1749,14-11-2020,north
1542,14-11-2020,south
1602,14-11-2020,east
1557,14-11-2020,west
1686,15-11-2020,north
1638,15-11-2020,south
1794,15-11-2020,east
1659,15-11-2020,west
1773,16-11-2020,north
1671,16-11-2020,south
1626,16-11-2020,east
1725,16-11-2020,west
1686,17-11-2020,north
1521,17-11-2020,south
1734,17-11-2020,east
1530,17-11-2020,west
1698,18-11-2020,north
1770,18-11-2020,south
1752,18-11-2020,east
1662,18-11-2020,west
1566,19-11-2020,north
1590,19-11-2020,south
1635,19-11-2020,east
1698,19-11-2020,west
1683,20-11-2020,north
1653,20-11-2020,south
1527,20-11-2020,east
1524,20-11-2020,west
1593,21-11-2020,north
1656,21-11-2020,south
1623,21-11-2020,east
1638,21-11-2020,west
1596,22-11-2020,north
1575,22-11-2020,south
1656,22-11-2020,east
1725,22-11-2020,west
1767,23-11-2020,north
1650,23-11-2020,south
1641,23-11-2020,east
1632,23-11-2020,west
1602,24-11-2020,north
1632,24-11-2020,south
1743,24-11-2020,east
1617,24-11-2020,west
1725,25-11-2020,north
1761,25-11-2020,south
1791,25-11-2020,east
1620,25-11-2020,west
1770,26-11-2020,north
1791,26-11-2020,south
1665,26-11-2020,east
1743,26-11-2020,west
1632,27-11-2020,north
1587,27-11-2020,south
1680,27-11-2020,east
1656,27-11-2020,west
1746,28-11-2020,north
1599,28-11-2020,south
1719,28-11-2020,east
1794,28-11-2020,west
1758,29-11-2020,north
1557,29-11-2020,south
1647,29-11-2020,east
1740,29-11-2020,west
1635,30-11-2020,north
1584,30-11-2020,south
1614,30-11-2020,east
1749,30-11-2020,west
1587,01-12-2020,north
1719,01-12-2020,south
1620,01-12-2020,east
1656,01-12-2020,west
1554,02-12-2020,north
1755,02-12-2020,south
1737,02-12-2020,east
1548,02-12-2020,west
1572,03-12-2020,north
1560,03-12-2020,south
1746,03-12-2020,east
1788,03-12-2020,west
1638,04-12-2020,north
1626,04-12-2020,south
1518,04-12-2020,east
1773,04-12-2020,west
1707,05-12-2020,north
1614,05-12-2020,south
1722,05-12-2020,east
1524,05-12-2020,west
1560,06-12-2020,north
1617,06-12-2020,south
1566,06-12-2020,east
1515,06-12-2020,west
1509,07-12-2020,north
1545,07-12-2020,south
1596,07-12-2020,east
1671,07-12-2020,west
1686,08-12-2020,north
1785,08-12-2020,south
1800,08-12-2020,east
1590,08-12-2020,west
1788,09-12-2020,north
1788,09-12-2020,south
1584,09-12-2020,east
1665,09-12-2020,west
1620,10-12-2020,north
1725,10-12-2020,south
1569,10-12-2020,east
1533,10-12-2020,west
1503,11-12-2020,north
1713,11-12-2020,south
1650,11-12-2020,east
1776,11-12-2020,west
1629,12-12-2020,north
1662,12-12-2020,south
1623,12-12-2020,east
1590,12-12-2020,west
1650,13-12-2020,north
1647,13-12-2020,south
1683,13-12-2020,east
1530,13-12-2020,west
1746,14-12-2020,north
1551,14-12-2020,south
1548,14-12-2020,east
1767,14-12-2020,west
1785,15-12-2020,north
1734,15-12-2020,south
1578,15-12-2020,east
1596,15-12-2020,west
1779,16-12-2020,north
1770,16-12-2020,south
1581,16-12-2020,east
1614,16-12-2020,west
1506,17-12-2020,north
1533,17-12-2020,south
1677,17-12-2020,east
1737,17-12-2020,west
1635,18-12-2020,north
1800,18-12-2020,south
1794,18-12-2020,east
1653,18-12-2020,west
1719,19-12-2020,north
1674,19-12-2020,south
1575,19-12-2020,east
1650,19-12-2020,west
1707,20-12-2020,north
1692,20-12-2020,south
1614,20-12-2020,east
1563,20-12-2020,west
1575,21-12-2020,north
1506,21-12-2020,south
1599,21-12-2020,east
1686,21-12-2020,west
1518,22-12-2020,north
1677,22-12-2020,south
1722,22-12-2020,east
1566,22-12-2020,west
1677,23-12-2020,north
1542,23-12-2020,south
1785,23-12-2020,east
1671,23-12-2020,west
1725,24-12-2020,north
1506,24-12-2020,south
1563,24-12-2020,east
1668,24-12-2020,west
1782,25-12-2020,north
1557,25-12-2020,south
1797,25-12-2020,east
1563,25-12-2020,west
1554,26-12-2020,north
1650,26-12-2020,south
1698,26-12-2020,east
1737,26-12-2020,west
1770,27-12-2020,north
1734,27-12-2020,south
1770,27-12-2020,east
1524,27-12-2020,west
1725,28-12-2020,north
1536,28-12-2020,south
1758,28-12-2020,east
1683,28-12-2020,west
1518,29-12-2020,north
1677,29-12-2020,south
1614,29-12-2020,east
1767,29-12-2020,west
1524,30-12-2020,north
1530,30-12-2020,south
1584,30-12-2020,east
1791,30-12-2020,west
1740,31-12-2020,north
1698,31-12-2020,south
1770,31-12-2020,east
1650,31-12-2020,west
1536,01-01-2021,north
1542,01-01-2021,south
1671,01-01-2021,east
1752,01-01-2021,west
1794,02-01-2021,north
1620,02-01-2021,south
1584,02-01-2021,east
1503,02-01-2021,west
1758,03-01-2021,north
1578,03-01-2021,south
1677,03-01-2021,east
1722,03-01-2021,west
1590,04-01-2021,north
1785,04-01-2021,south
1731,04-01-2021,east
1686,04-01-2021,west
1536,05-01-2021,north
1578,05-01-2021,south
1683,05-01-2021,east
1608,05-01-2021,west
1743,06-01-2021,north
1743,06-01-2021,south
1638,06-01-2021,east
1788,06-01-2021,west
1716,07-01-2021,north
1602,07-01-2021,south
1596,07-01-2021,east
1797,07-01-2021,west
1662,08-01-2021,north
1668,08-01-2021,south
1662,08-01-2021,east
1521,08-01-2021,west
1563,09-01-2021,north
1647,09-01-2021,south
1743,09-01-2021,east
1653,09-01-2021,west
1731,10-01-2021,north
1608,10-01-2021,south
1512,10-01-2021,east
1545,10-01-2021,west
1740,11-01-2021,north
1611,11-01-2021,south
1536,11-01-2021,east
1626,11-01-2021,west
1614,12-01-2021,north
1572,12-01-2021,south
1539,12-01-2021,east
1605,12-01-2021,west
1545,13-01-2021,north
1542,13-01-2021,south
1779,13-01-2021,east
1680,13-01-2021,west
1701,14-01-2021,north
1677,14-01-2021,south
1614,14-01-2021,east
1590,14-01-2021,west
2025,15-01-2021,north
2195,15-01-2021,south
2180,15-01-2021,east
2395,15-01-2021,west
2110,16-01-2021,north
2145,16-01-2021,south
2340,16-01-2021,east
2390,16-01-2021,west
2475,17-01-2021,north
2320,17-01-2021,south
2105,17-01-2021,east
2090,17-01-2021,west
2050,18-01-2021,north
2410,18-01-2021,south
2125,18-01-2021,east
2325,18-01-2021,west
2335,19-01-2021,north
2105,19-01-2021,south
2340,19-01-2021,east
2420,19-01-2021,west
2415,20-01-2021,north
2495,20-01-2021,south
2070,20-01-2021,east
2405,20-01-2021,west
2090,21-01-2021,north
2145,21-01-2021,south
2245,21-01-2021,east
2330,21-01-2021,west
2460,22-01-2021,north
2230,22-01-2021,south
2010,22-01-2021,east
2380,22-01-2021,west
2025,23-01-2021,north
2085,23-01-2021,south
2420,23-01-2021,east
2175,23-01-2021,west
2015,24-01-2021,north
2445,24-01-2021,south
2255,24-01-2021,east
2085,24-01-2021,west
2210,25-01-2021,north
2145,25-01-2021,south
2200,25-01-2021,east
2160,25-01-2021,west
2050,26-01-2021,north
2280,26-01-2021,south
2165,26-01-2021,east
2345,26-01-2021,west
2000,27-01-2021,north
2010,27-01-2021,south
2060,27-01-2021,east
2020,27-01-2021,west
2140,28-01-2021,north
2310,28-01-2021,south
2285,28-01-2021,east
2005,28-01-2021,west
2295,29-01-2021,north
2195,29-01-2021,south
2465,29-01-2021,east
2095,29-01-2021,west
2400,30-01-2021,north
2290,30-01-2021,south
2370,30-01-2021,east
2165,30-01-2021,west
2430,31-01-2021,north
2260,31-01-2021,south
2215,31-01-2021,east
2145,31-01-2021,west
2350,01-02-2021,north
2180,01-02-2021,south
2290,01-02-2021,east
2115,01-02-2021,west
2315,02-02-2021,north
2100,02-02-2021,south
2430,02-02-2021,east
2215,02-02-2021,west
2000,03-02-2021,north
2355,03-02-2021,south
2110,03-02-2021,east
2240,03-02-2021,west
2380,04-02-2021,north
2305,04-02-2021,south
2300,04-02-2021,east
2120,04-02-2021,west
2185,05-02-2021,north
2295,05-02-2021,south
2215,05-02-2021,east
2050,05-02-2021,west
2225,06-02-2021,north
2405,06-02-2021,south
2095,06-02-2021,east
2200,06-02-2021,west
2070,07-02-2021,north
2065,07-02-2021,south
2080,07-02-2021,east
2010,07-02-2021,west
2395,08-02-2021,north
2345,08-02-2021,south
2085,08-02-2021,east
2250,08-02-2021,west
2045,09-02-2021,north
2345,09-02-2021,south
2455,09-02-2021,east
2260,09-02-2021,west
2130,10-02-2021,north
2035,10-02-2021,south
2045,10-02-2021,east
2145,10-02-2021,west
2320,11-02-2021,north
2350,11-02-2021,south
2085,11-02-2021,east
2160,11-02-2021,west
2375,12-02-2021,north
2230,12-02-2021,south
2230,12-02-2021,east
2130,12-02-2021,west
2425,13-02-2021,north
2465,13-02-2021,south
2105,13-02-2021,east
2485,13-02-2021,west
2340,14-02-2021,north
2240,14-02-2021,south
2285,14-02-2021,east
2375,14-02-2021,west
2110,15-02-2021,north
2325,15-02-2021,south
2265,15-02-2021,east
2175,15-02-2021,west
2295,16-02-2021,north
2250,16-02-2021,south
2180,16-02-2021,east
2465,16-02-2021,west
2380,17-02-2021,north
2130,17-02-2021,south
2350,17-02-2021,east
2470,17-02-2021,west
2005,18-02-2021,north
2125,18-02-2021,south
2480,18-02-2021,east
2240,18-02-2021,west
2125,19-02-2021,north
2425,19-02-2021,south
2050,19-02-2021,east
2045,19-02-2021,west
2260,20-02-2021,north
2105,20-02-2021,south
2420,20-02-2021,east
2400,20-02-2021,west
2345,21-02-2021,north
2040,21-02-2021,south
2170,21-02-2021,east
2445,21-02-2021,west
2145,22-02-2021,north
2050,22-02-2021,south
2200,22-02-2021,east
2140,22-02-2021,west
2490,23-02-2021,north
2370,23-02-2021,south
2055,23-02-2021,east
2380,23-02-2021,west
2330,24-02-2021,north
2420,24-02-2021,south
2235,24-02-2021,east
2045,24-02-2021,west
2205,25-02-2021,north
2065,25-02-2021,south
2300,25-02-2021,east
2035,25-02-2021,west
2455,26-02-2021,north
2350,26-02-2021,south
2270,26-02-2021,east
2315,26-02-2021,west
2000,27-02-2021,north
2305,27-02-2021,south
2150,27-02-2021,east
2305,27-02-2021,west
2145,28-02-2021,north
2155,28-02-2021,south
2290,28-02-2021,east
2155,28-02-2021,west
2360,01-03-2021,north
2430,01-03-2021,south
2185,01-03-2021,east
2245,01-03-2021,west
2370,02-03-2021,north
2300,02-03-2021,south
2215,02-03-2021,east
2225,02-03-2021,west
2405,03-03-2021,north
2000,03-03-2021,south
2025,03-03-2021,east
2380,03-03-2021,west
2390,04-03-2021,north
2335,04-03-2021,south
2205,04-03-2021,east
2035,04-03-2021,west
2080,05-03-2021,north
2340,05-03-2021,south
2045,05-03-2021,east
2005,05-03-2021,west
2075,06-03-2021,north
2190,06-03-2021,south
2305,06-03-2021,east
2190,06-03-2021,west
2220,07-03-2021,north
2025,07-03-2021,south
2350,07-03-2021,east
2425,07-03-2021,west
2170,08-03-2021,north
2095,08-03-2021,south
2475,08-03-2021,east
2395,08-03-2021,west
2380,09-03-2021,north
2000,09-03-2021,south
2180,09-03-2021,east
2365,09-03-2021,west
2380,10-03-2021,north
2320,10-03-2021,south
2005,10-03-2021,east
2270,10-03-2021,west
2005,11-03-2021,north
2410,11-03-2021,south
2065,11-03-2021,east
2170,11-03-2021,west
2175,12-03-2021,north
2310,12-03-2021,south
2490,12-03-2021,east
2400,12-03-2021,west
2065,13-03-2021,north
2165,13-03-2021,south
2305,13-03-2021,east
2100,13-03-2021,west
2245,14-03-2021,north
2365,14-03-2021,south
2300,14-03-2021,east
2340,14-03-2021,west
2330,15-03-2021,north
2445,15-03-2021,south
2390,15-03-2021,east
2210,15-03-2021,west
2365,16-03-2021,north
2500,16-03-2021,south
2235,16-03-2021,east
2480,16-03-2021,west
2065,17-03-2021,north
2325,17-03-2021,south
2480,17-03-2021,east
2265,17-03-2021,west
2440,18-03-2021,north
2020,18-03-2021,south
2115,18-03-2021,east
2075,18-03-2021,west
2035,19-03-2021,north
2495,19-03-2021,south
2340,19-03-2021,east
2220,19-03-2021,west
2380,20-03-2021,north
2360,20-03-2021,south
2325,20-03-2021,east
2340,20-03-2021,west
2300,21-03-2021,north
2030,21-03-2021,south
2110,21-03-2021,east
2490,21-03-2021,west
2420,22-03-2021,north
2030,22-03-2021,south
2450,22-03-2021,east
2315,22-03-2021,west
2470,23-03-2021,north
2240,23-03-2021,south
2155,23-03-2021,east
2005,23-03-2021,west
2005,24-03-2021,north
2075,24-03-2021,south
2080,24-03-2021,east
2395,24-03-2021,west
2435,25-03-2021,north
2055,25-03-2021,south
2130,25-03-2021,east
2365,25-03-2021,west
2320,26-03-2021,north
2325,26-03-2021,south
2210,26-03-2021,east
2225,26-03-2021,west
2465,27-03-2021,north
2175,27-03-2021,south
2145,27-03-2021,east
2085,27-03-2021,west
2310,28-03-2021,north
2070,28-03-2021,south
2355,28-03-2021,east
2410,28-03-2021,west
2475,29-03-2021,north
2005,29-03-2021,south
2025,29-03-2021,east
2265,29-03-2021,west
2090,30-03-2021,north
2390,30-03-2021,south
2410,30-03-2021,east
2035,30-03-2021,west
2475,31-03-2021,north
2135,31-03-2021,south
2440,31-03-2021,east
2105,31-03-2021,west
2405,01-04-2021,north
2000,01-04-2021,south
2480,01-04-2021,east
2495,01-04-2021,west
2260,02-04-2021,north
2100,02-04-2021,south
2480,02-04-2021,east
2325,02-04-2021,west
2345,03-04-2021,north
2005,03-04-2021,south
2175,03-04-2021,east
2330,03-04-2021,west
2480,04-04-2021,north
2455,04-04-2021,south
2165,04-04-2021,east
2355,04-04-2021,west
2270,05-04-2021,north
2415,05-04-2021,south
2150,05-04-2021,east
2215,05-04-2021,west
2440,06-04-2021,north
2435,06-04-2021,south
2255,06-04-2021,east
2260,06-04-2021,west
2020,07-04-2021,north
2125,07-04-2021,south
2120,07-04-2021,east
2070,07-04-2021,west
2135,08-04-2021,north
2050,08-04-2021,south
2400,08-04-2021,east
2040,08-04-2021,west
2265,09-04-2021,north
2340,09-04-2021,south
2245,09-04-2021,east
2450,09-04-2021,west
2385,10-04-2021,north
2255,10-04-2021,south
2065,10-04-2021,east
2295,10-04-2021,west
2415,11-04-2021,north
2355,11-04-2021,south
2425,11-04-2021,east
2150,11-04-2021,west
2285,12-04-2021,north
2315,12-04-2021,south
2080,12-04-2021,east
2305,12-04-2021,west
2115,13-04-2021,north
2380,13-04-2021,south
2195,13-04-2021,east
2325,13-04-2021,west
2045,14-04-2021,north
2370,14-04-2021,south
2485,14-04-2021,east
2085,14-04-2021,west
2185,15-04-2021,north
2275,15-04-2021,south
2050,15-04-2021,east
2320,15-04-2021,west
2335,16-04-2021,north
2415,16-04-2021,south
2115,16-04-2021,east
